,ngram,weight
137849,like yesterday ,-0.0032042141090951903
45345,go chicken waffles,-0.0032042141090951903
32460, everything possibly,-0.0032039856540248416
16644,regular basis ,-0.003203918769130915
216213,www lvmonorail com,-0.0032037008669629726
96839, came french,-0.0032037008669629726
168108,wi fi airport,-0.0032037008669629726
253420,fountains  sun,-0.0032037008669629726
67686,rooms little dated,-0.0032037008669629726
81559,satisfied experience ,-0.0032037008669629726
192670,love room service,-0.0032037008669629726
43007, aria really,-0.0032037008669629726
239191,sweet  french,-0.0032037008669629726
242387, much property,-0.0032037008669629726
184967,small salad ,-0.0032037008669629726
44651, different meats,-0.0032037008669629726
249899, must waited,-0.0032037008669629726
233199,brunch mimosas ,-0.0032037008669629726
177573,usually hour ,-0.0032037008669629726
248925,happen  hotel,-0.0032037008669629726
182482,walked  looked,-0.0032037008669629726
194335,crab legs warmed,-0.0032037008669629726
97863, took plate,-0.0032037008669629726
118566,door within ,-0.0032037008669629726
255313,even though repeatedly,-0.0032037008669629726
160442,place go looking,-0.0032037008669629726
222130,friends raved ,-0.0032037008669629726
252275, upgrade strip,-0.0032037008669629726
166819,anniversary  like,-0.0032037008669629726
196382, amazing mac,-0.0032037008669629726
81306,las vegas want,-0.0032037008669629726
73212,awesome staff ,-0.0032037008669629726
177855,anyone comes vegas,-0.0032037008669629726
144817, visit bouchon,-0.0032037008669629726
168173, minutes buzzer,-0.0032037008669629726
115123,outside moist inside,-0.0032037008669629726
194097, desk table,-0.0032037008669629726
154894, letting us,-0.0032037008669629726
200771,lots things choose,-0.0032037008669629726
186971,wifi resort fee,-0.0032037008669629726
171226,worth  considering,-0.0032037008669629726
258440,wine additional ,-0.0032037008669629726
91798,high limit ,-0.0032037008669629726
197721, point food,-0.0032037008669629726
241759,left  around,-0.0032037008669629726
175691, group ended,-0.0032037008669629726
50524,legs  everything,-0.0032037008669629726
193120,strawberries  m,-0.0032037008669629726
187234,two buffets per,-0.0032037008669629726
132511,get line order,-0.0032037008669629726
190243, aria fantastic,-0.0032037008669629726
227106,like  might,-0.0032037008669629726
259583,pm get brunch,-0.0032037008669629726
51600,try full montagu,-0.0032037008669629726
20204, every thing,-0.0032034483331850098
24236,give us room,-0.0032034483331850098
25968,line short ,-0.003202688881254105
3669,thai iced tea,-0.003202235222361165
18914, nothing tasted,-0.0032021871374620513
18015, decent size,-0.0032021871374620513
34211,bacon cooked inside,-0.003201935911346045
8692,fantastic food ,-0.003201610977793588
38826, entertaining ,-0.0032002392493643782
42432,bar service ,-0.0032002392493643782
13787, waited around,-0.0032001256869919003
141458,pools gorgeous ,-0.003199814466730286
135999,times past two,-0.003199814466730286
166959,bit tricky ,-0.003199814466730286
214752, whole wheat,-0.003199814466730286
177801, incredibly tender,-0.003199814466730286
136956,wwmj  olvmc,-0.003199814466730286
47697,good  second,-0.003199814466730286
184112,good experience good,-0.003199814466730286
214971, bottom bun,-0.003199814466730286
92281,always long lines,-0.003199814466730286
44420,dinner  say,-0.003199814466730286
148982,say huge fan,-0.003199814466730286
120358,walk hotel strip,-0.003199814466730286
9425,really big ,-0.003199780673742687
4065,best pizza ve,-0.0031976117973683805
5513,taste great ,-0.003197491604896823
8806, taco station,-0.0031972424318775627
5420, dining area,-0.0031972223991520777
41395,quick check ,-0.0031972036424559964
14492, thursday night,-0.0031968353698797933
35868,stay next trip,-0.003196640117119852
42123,knowledge menu ,-0.003196640117119852
19857, sky suites,-0.003196640117119852
13924,food portions huge,-0.003195927765911221
14137, order food,-0.003195927765911221
16598,like venetian ,-0.003195927765911221
14721,minutes  seated,-0.003195927765911221
13460,quick efficient ,-0.003195927765911221
15739, warm bread,-0.003195927765911221
18010, service sucked,-0.003195927765911221
13707,varieties  ,-0.003195927765911221
20588,easily accessible ,-0.0031955079904575317
28371,get seconds ,-0.0031955079904575317
23358, stayed twice,-0.0031955079904575317
21798,fan hell kitchen,-0.0031955079904575317
17544,want sit outside,-0.0031942830562727495
37282,marquee club ,-0.0031940210662250975
19447,cooked perfect ,-0.0031940210662250975
20357,coffee table ,-0.0031940210662250975
12775,service  staff,-0.003193157416622526
17737,sit together ,-0.003193157416622526
15428, salad section,-0.003193157416622526
1721, chinese food,-0.003191500089696791
23368, mediocre best,-0.003190618854207423
31718,burger medium well,-0.0031896789685941255
9581, restaurant pretty,-0.0031893386167293034
60875, future reference,-0.003188654185369599
238292,buffets  ate,-0.003188654185369599
261175,leave without one,-0.003188654185369599
153971,better nothing ,-0.003188654185369599
113448, near perfect,-0.003188654185369599
68661,even though saw,-0.003188654185369599
66391,bit excessive ,-0.003188654185369599
55760,things  good,-0.003188654185369599
132585,table  kind,-0.003188654185369599
228587,really like look,-0.003188654185369599
125271,buffet later ,-0.003188654185369599
83105,re looking quality,-0.003188654185369599
176354,service couple times,-0.003188654185369599
49798,another steak ,-0.003188654185369599
249951, sushi definitely,-0.003188654185369599
212284, drink ticket,-0.003188654185369599
141860,place  hope,-0.003188654185369599
75679,id credit card,-0.0031874233889296224
48469,flavors going ,-0.0031874233889296224
45503,free eggs benedict,-0.0031874233889296224
115729, stay close,-0.0031874233889296224
193840,room  family,-0.0031874233889296224
65967,waived resort fee,-0.0031874233889296224
46991,mac cheese great,-0.0031874233889296224
186999,really give us,-0.0031874233889296224
116534,else  unless,-0.0031874233889296224
128184, really prefer,-0.0031874233889296224
177225,dessert  took,-0.0031874233889296224
21581,mixed greens ,-0.0031872012120953627
3347,food decent ,-0.0031869696084715557
32073,back try burgers,-0.003186841487092835
23448,much higher quality,-0.003186841487092835
20826, non alcoholic,-0.003186816493910773
32157,burger fantastic ,-0.0031868054882692376
21053,like many others,-0.0031868054882692376
194892,beautiful fountains ,-0.003186369494466677
243475,one caramelized onions,-0.003186369494466677
123763,fresh warm bread,-0.003186369494466677
164722, bread fabulous,-0.003186369494466677
211693,like said food,-0.003186369494466677
241510,smaller last time,-0.003186369494466677
230188,burgers  hopefully,-0.003186369494466677
86371,big seafood fan,-0.003186369494466677
258766,habanero mango ,-0.003186369494466677
52410, ordered bunch,-0.003186369494466677
163481, nights resort,-0.003186369494466677
13834,best thing place,-0.0031862684521842496
18710, fantastic service,-0.0031861461855076747
41947,caesar buffet ,-0.0031858675767173477
39770,dinner good ,-0.0031848079521529
31254, friend loved,-0.0031848079521529
26403, stayed bellagio,-0.003184250142338755
14252,comfortably  ,-0.0031841526220824164
4382,delicious  definitely,-0.0031836549415873356
24632,first meal vegas,-0.003183635293333675
29281,around area ,-0.0031835927845338795
23399, portions good,-0.0031835927845338795
35367, friend didn,-0.0031835927845338795
36911,aria bellagio ,-0.003183063444985885
67423, damnation chicken,-0.0031828304728804585
173024,even five minutes,-0.0031828304728804585
258480, enjoyed drink,-0.0031828304728804585
73385,issan style beef,-0.0031828304728804585
108640,better options available,-0.0031828304728804585
151552, tried charging,-0.0031828304728804585
218203,hear next door,-0.0031819293545417354
225677, mimosa good,-0.0031819293545417354
58299,impeccably clean ,-0.0031819293545417354
138075,service  stopped,-0.0031819293545417354
162614,later got text,-0.0031819293545417354
69124,favorite hotel ve,-0.0031819293545417354
223722, sushi quite,-0.0031819293545417354
59316,else pretty much,-0.0031819293545417354
238773, stop ordering,-0.0031819293545417354
55331,  breakfasts,-0.0031819293545417354
155689,connected excalibur ,-0.0031819293545417354
211440, wish expand,-0.0031819293545417354
140108,sage chicken salad,-0.0031819293545417354
222948,gave us special,-0.0031819293545417354
179947,overwhelmingly positive reviews,-0.0031819293545417354
